fa,prism_url,dc_identifier,prism_publicationname,prism_coverdate,prism_doi,citedby_count,subtype,subtypedescription,publication_year,publication_month
True,https://api.elsevier.com/content/abstract/scopus_id/85212851312,SCOPUS_ID:85212851312,Tourism Management,2025-06-01,10.1016/j.tourman.2024.105124,1,ar,Article,2025,6
True,https://api.elsevier.com/content/abstract/scopus_id/85212846203,SCOPUS_ID:85212846203,Energy Economics,2025-01-01,10.1016/j.eneco.2024.108137,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85212797792,SCOPUS_ID:85212797792,Briefings in Bioinformatics,2025-01-01,10.1093/bib/bbae647,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85212784631,SCOPUS_ID:85212784631,Advanced Materials,2025-02-12,10.1002/adma.202413080,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85212779747,SCOPUS_ID:85212779747,European Journal of Education,2025-03-01,10.1111/ejed.12886,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85212762393,SCOPUS_ID:85212762393,ACS Applied Materials and Interfaces,2025-01-08,10.1021/acsami.4c17500,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85212662699,SCOPUS_ID:85212662699,Journal of Physical Chemistry C,2025-01-09,10.1021/acs.jpcc.4c07281,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85212588439,SCOPUS_ID:85212588439,Composite Structures,2025-01-01,10.1016/j.compstruct.2024.118793,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85212563839,SCOPUS_ID:85212563839,Applied Energy,2025-03-01,10.1016/j.apenergy.2024.125161,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85212548378,SCOPUS_ID:85212548378,Cement and Concrete Composites,2025-03-01,10.1016/j.cemconcomp.2024.105901,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85212541867,SCOPUS_ID:85212541867,Precision Engineering,2025-03-01,10.1016/j.precisioneng.2024.12.006,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85212535119,SCOPUS_ID:85212535119,Transport Policy,2025-03-01,10.1016/j.tranpol.2024.11.014,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85212448954,SCOPUS_ID:85212448954,Journal of Manufacturing Systems,2025-02-01,10.1016/j.jmsy.2024.11.020,1,re,Review,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85212439697,SCOPUS_ID:85212439697,SN Computer Science,2025-01-01,10.1007/s42979-024-03556-z,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85212432303,SCOPUS_ID:85212432303,Advanced Composites and Hybrid Materials,2025-02-01,10.1007/s42114-024-01149-1,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85212350315,SCOPUS_ID:85212350315,Building and Environment,2025-02-01,10.1016/j.buildenv.2024.112426,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85212343803,SCOPUS_ID:85212343803,Desalination,2025-04-15,10.1016/j.desal.2024.118436,1,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85212336347,SCOPUS_ID:85212336347,International Journal of Thermal Sciences,2025-04-01,10.1016/j.ijthermalsci.2024.109633,1,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85212331730,SCOPUS_ID:85212331730,Journal of Materials Research and Technology,2025-01-01,10.1016/j.jmrt.2024.12.124,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85212211013,SCOPUS_ID:85212211013,International Journal of Contemporary Hospitality Management,2025-02-04,10.1108/IJCHM-05-2024-0696,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85212193324,SCOPUS_ID:85212193324,Journal of Industrial Information Integration,2025-01-01,10.1016/j.jii.2024.100742,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85212076058,SCOPUS_ID:85212076058,Journal of Accounting and Public Policy,2025-01-01,10.1016/j.jaccpubpol.2024.107274,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85212058205,SCOPUS_ID:85212058205,Biosensors and Bioelectronics,2025-03-01,10.1016/j.bios.2024.117066,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85212041801,SCOPUS_ID:85212041801,Engineering Structures,2025-02-15,10.1016/j.engstruct.2024.119504,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85211996423,SCOPUS_ID:85211996423,Ecotoxicology and Environmental Safety,2025-01-15,10.1016/j.ecoenv.2024.117541,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85211979424,SCOPUS_ID:85211979424,Desalination,2025-04-01,10.1016/j.desal.2024.118437,1,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85211976977,SCOPUS_ID:85211976977,Thermal Science and Engineering Progress,2025-01-01,10.1016/j.tsep.2024.103130,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85211968949,SCOPUS_ID:85211968949,Remote Sensing of Environment,2025-03-01,10.1016/j.rse.2024.114567,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85211967812,SCOPUS_ID:85211967812,Journal of Accounting and Public Policy,2025-01-01,10.1016/j.jaccpubpol.2024.107275,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85211902503,SCOPUS_ID:85211902503,Journal of Forestry Research,2025-12-01,10.1007/s11676-024-01810-x,1,re,Review,2025,12
True,https://api.elsevier.com/content/abstract/scopus_id/85211687987,SCOPUS_ID:85211687987,Advanced Composites and Hybrid Materials,2025-02-01,10.1007/s42114-024-01126-8,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85211638125,SCOPUS_ID:85211638125,Measurement: Journal of the International Measurement Confederation,2025-02-15,10.1016/j.measurement.2024.116479,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85211482412,SCOPUS_ID:85211482412,Advanced Functional Materials,2025-04-10,10.1002/adfm.202423096,1,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85211357792,SCOPUS_ID:85211357792,Artificial Intelligence Review,2025-01-01,10.1007/s10462-024-11024-6,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85211349354,SCOPUS_ID:85211349354,Advanced Composites and Hybrid Materials,2025-02-01,10.1007/s42114-024-01102-2,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85211244605,SCOPUS_ID:85211244605,Engineering Geology,2025-01-01,10.1016/j.enggeo.2024.107858,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85211165941,SCOPUS_ID:85211165941,Building and Environment,2025-02-01,10.1016/j.buildenv.2024.112358,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85211145097,SCOPUS_ID:85211145097,Advanced Science,2025-01-27,10.1002/advs.202411398,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85211140900,SCOPUS_ID:85211140900,Advanced Functional Materials,2025-04-03,10.1002/adfm.202418511,1,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85211116885,SCOPUS_ID:85211116885,Urban Forestry and Urban Greening,2025-02-01,10.1016/j.ufug.2024.128624,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85211102084,SCOPUS_ID:85211102084,Fire Safety Journal,2025-05-01,10.1016/j.firesaf.2024.104323,1,ar,Article,2025,5
True,https://api.elsevier.com/content/abstract/scopus_id/85211101984,SCOPUS_ID:85211101984,Advanced Functional Materials,2025-03-25,10.1002/adfm.202411878,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85211091224,SCOPUS_ID:85211091224,Journal of Travel and Tourism Marketing,2025-01-01,10.1080/10548408.2024.2427163,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85211068844,SCOPUS_ID:85211068844,Renewable Energy,2025-02-01,10.1016/j.renene.2024.122047,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85211022001,SCOPUS_ID:85211022001,Journal of Transport Geography,2025-02-01,10.1016/j.jtrangeo.2024.104083,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85211020893,SCOPUS_ID:85211020893,Simulation Modelling Practice and Theory,2025-02-01,10.1016/j.simpat.2024.103049,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85211014120,SCOPUS_ID:85211014120,Language and Communication,2025-01-01,10.1016/j.langcom.2024.11.008,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85211010488,SCOPUS_ID:85211010488,IEEE Transactions on Power Electronics,2025-01-01,10.1109/TPEL.2024.3506612,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85211002714,SCOPUS_ID:85211002714,Advanced Science,2025-01-27,10.1002/advs.202410628,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85211002581,SCOPUS_ID:85211002581,IEEE Transactions on Power Electronics,2025-01-01,10.1109/TPEL.2024.3505978,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85210942549,SCOPUS_ID:85210942549,Transportation Research Part A: Policy and Practice,2025-02-01,10.1016/j.tra.2024.104343,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85210937553,SCOPUS_ID:85210937553,Thin-Walled Structures,2025-03-01,10.1016/j.tws.2024.112687,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85210923603,SCOPUS_ID:85210923603,Transportation Research Part B: Methodological,2025-02-01,10.1016/j.trb.2024.103131,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85210774051,SCOPUS_ID:85210774051,System,2025-02-01,10.1016/j.system.2024.103561,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85210740327,SCOPUS_ID:85210740327,Bioresource Technology,2025-02-01,10.1016/j.biortech.2024.131798,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85210717115,SCOPUS_ID:85210717115,Advanced Engineering Informatics,2025-03-01,10.1016/j.aei.2024.102968,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85210679356,SCOPUS_ID:85210679356,Computers and Mathematics with Applications,2025-01-15,10.1016/j.camwa.2024.11.026,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85210662797,SCOPUS_ID:85210662797,Engineering Fracture Mechanics,2025-02-07,10.1016/j.engfracmech.2024.110709,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85210543373,SCOPUS_ID:85210543373,Energy Storage Materials,2025-01-01,10.1016/j.ensm.2024.103933,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85210536134,SCOPUS_ID:85210536134,Computers and Geotechnics,2025-02-01,10.1016/j.compgeo.2024.106943,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85210491104,SCOPUS_ID:85210491104,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2025-01-01,10.1007/978-3-031-73650-6_3,1,cp,Conference Paper,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85210480647,SCOPUS_ID:85210480647,Asia Pacific Journal of Tourism Research,2025-01-01,10.1080/10941665.2024.2431233,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85210474573,SCOPUS_ID:85210474573,Developmental Science,2025-01-01,10.1111/desc.13581,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85210411402,SCOPUS_ID:85210411402,Tourism Management,2025-06-01,10.1016/j.tourman.2024.105099,1,ar,Article,2025,6
True,https://api.elsevier.com/content/abstract/scopus_id/85210385084,SCOPUS_ID:85210385084,Pattern Recognition,2025-04-01,10.1016/j.patcog.2024.111225,1,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85210380584,SCOPUS_ID:85210380584,Small,2025-01-29,10.1002/smll.202407700,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85210375474,SCOPUS_ID:85210375474,Ocean Modelling,2025-02-01,10.1016/j.ocemod.2024.102464,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85210373616,SCOPUS_ID:85210373616,Energy Storage Materials,2025-01-01,10.1016/j.ensm.2024.103935,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85210298013,SCOPUS_ID:85210298013,IEEE Transactions on Computers,2025-01-01,10.1109/TC.2024.3504288,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85210297495,SCOPUS_ID:85210297495,Journal of Environmental Management,2025-01-01,10.1016/j.jenvman.2024.123457,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85210296714,SCOPUS_ID:85210296714,IEEE Transactions on Intelligent Transportation Systems,2025-01-01,10.1109/TITS.2024.3491754,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85210136915,SCOPUS_ID:85210136915,IEEE Transactions on Industrial Informatics,2025-01-01,10.1109/TII.2024.3441662,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85210123491,SCOPUS_ID:85210123491,Journal of Constructional Steel Research,2025-02-01,10.1016/j.jcsr.2024.109187,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85210120588,SCOPUS_ID:85210120588,IEEE Transactions on Knowledge and Data Engineering,2025-01-01,10.1109/TKDE.2024.3491778,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85210095532,SCOPUS_ID:85210095532,Advanced Functional Materials,2025-04-03,10.1002/adfm.202420153,1,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85210091816,SCOPUS_ID:85210091816,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2025-01-01,10.1007/978-981-97-9434-8_31,1,cp,Conference Paper,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85210073065,SCOPUS_ID:85210073065,Water Research,2025-02-15,10.1016/j.watres.2024.122834,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85209942277,SCOPUS_ID:85209942277,IEEE Transactions on Medical Imaging,2025-01-01,10.1109/TMI.2024.3496862,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209930836,SCOPUS_ID:85209930836,"Resources, Conservation and Recycling",2025-02-01,10.1016/j.resconrec.2024.108025,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85209915348,SCOPUS_ID:85209915348,Journal of Orthopaedic Translation,2025-01-01,10.1016/j.jot.2024.10.005,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209825961,SCOPUS_ID:85209825961,Advanced Science,2025-01-13,10.1002/advs.202406191,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209737211,SCOPUS_ID:85209737211,International Journal of Production Economics,2025-01-01,10.1016/j.ijpe.2024.109458,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209733021,SCOPUS_ID:85209733021,Nature Human Behaviour,2025-01-01,10.1038/s41562-024-02037-w,1,re,Review,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209728284,SCOPUS_ID:85209728284,Geoenergy Science and Engineering,2025-02-01,10.1016/j.geoen.2024.213510,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85209692551,SCOPUS_ID:85209692551,Expert Systems with Applications,2025-03-05,10.1016/j.eswa.2024.125758,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85209682982,SCOPUS_ID:85209682982,Journal of Hazardous Materials,2025-01-15,10.1016/j.jhazmat.2024.136560,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209682226,SCOPUS_ID:85209682226,Automation in Construction,2025-01-01,10.1016/j.autcon.2024.105882,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209673442,SCOPUS_ID:85209673442,Marine Pollution Bulletin,2025-01-01,10.1016/j.marpolbul.2024.117317,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209640760,SCOPUS_ID:85209640760,Travel Behaviour and Society,2025-04-01,10.1016/j.tbs.2024.100957,1,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85209578854,SCOPUS_ID:85209578854,Land Use Policy,2025-02-01,10.1016/j.landusepol.2024.107415,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85209554670,SCOPUS_ID:85209554670,IEEE Transactions on Power Systems,2025-01-01,10.1109/TPWRS.2024.3498452,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209550639,SCOPUS_ID:85209550639,Journal of Banking and Finance,2025-01-01,10.1016/j.jbankfin.2024.107331,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209376564,SCOPUS_ID:85209376564,Separation and Purification Technology,2025-06-22,10.1016/j.seppur.2024.130549,1,re,Review,2025,6
True,https://api.elsevier.com/content/abstract/scopus_id/85209365639,SCOPUS_ID:85209365639,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2025-01-01,10.1007/978-3-031-73220-1_16,1,cp,Conference Paper,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209362515,SCOPUS_ID:85209362515,Journal of Colloid and Interface Science,2025-02-15,10.1016/j.jcis.2024.11.033,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85209361478,SCOPUS_ID:85209361478,Fuel,2025-02-15,10.1016/j.fuel.2024.133753,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85209259996,SCOPUS_ID:85209259996,Building and Environment,2025-01-01,10.1016/j.buildenv.2024.112299,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209240426,SCOPUS_ID:85209240426,Journal of Colloid and Interface Science,2025-02-15,10.1016/j.jcis.2024.11.078,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85209206001,SCOPUS_ID:85209206001,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2025-01-01,10.1007/978-3-031-73397-0_5,1,cp,Conference Paper,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209128551,SCOPUS_ID:85209128551,Desalination,2025-01-28,10.1016/j.desal.2024.118310,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209099898,SCOPUS_ID:85209099898,IEEE Transactions on Network Science and Engineering,2025-01-01,10.1109/TNSE.2024.3493247,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85209082620,SCOPUS_ID:85209082620,Nature Synthesis,2025-03-01,10.1038/s44160-024-00679-2,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85208920297,SCOPUS_ID:85208920297,International Journal of Hospitality Management,2025-01-01,10.1016/j.ijhm.2024.103995,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208816026,SCOPUS_ID:85208816026,Rare Metals,2025-03-01,10.1007/s12598-024-03050-8,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85208811199,SCOPUS_ID:85208811199,Advanced Fiber Materials,2025-02-01,10.1007/s42765-024-00489-3,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85208766743,SCOPUS_ID:85208766743,Ultrasonics,2025-02-01,10.1016/j.ultras.2024.107510,1,ar,Article,2025,2
True,https://api.elsevier.com/content/abstract/scopus_id/85208764707,SCOPUS_ID:85208764707,International Journal of Mechanical Sciences,2025-01-01,10.1016/j.ijmecsci.2024.109823,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208761379,SCOPUS_ID:85208761379,Ophthalmology Science,2025-01-01,10.1016/j.xops.2024.100629,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208577511,SCOPUS_ID:85208577511,Journal of African Earth Sciences,2025-01-01,10.1016/j.jafrearsci.2024.105474,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208540100,SCOPUS_ID:85208540100,Psychology and Marketing,2025-03-01,10.1002/mar.22152,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85208531869,SCOPUS_ID:85208531869,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2025-01-01,10.1007/978-3-031-73390-1_23,1,cp,Conference Paper,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208436058,SCOPUS_ID:85208436058,Color Research and Application,2025-03-01,10.1002/col.22962,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85208433586,SCOPUS_ID:85208433586,Journal of Biomedical Materials Research - Part A,2025-01-01,10.1002/jbm.a.37821,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208286767,SCOPUS_ID:85208286767,Journal of Non-Crystalline Solids,2025-01-15,10.1016/j.jnoncrysol.2024.123302,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208246336,SCOPUS_ID:85208246336,Acta Geotechnica,2025-01-01,10.1007/s11440-024-02400-1,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208239537,SCOPUS_ID:85208239537,IEEE Transactions on Aerospace and Electronic Systems,2025-01-01,10.1109/TAES.2024.3487132,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208219200,SCOPUS_ID:85208219200,Transportation Research Part C: Emerging Technologies,2025-01-01,10.1016/j.trc.2024.104915,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208217607,SCOPUS_ID:85208217607,Canadian Geotechnical Journal,2025-01-01,10.1139/cgj-2023-0757,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208141984,SCOPUS_ID:85208141984,Computer Methods in Applied Mechanics and Engineering,2025-01-01,10.1016/j.cma.2024.117512,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208131963,SCOPUS_ID:85208131963,IEEE Transactions on Industrial Electronics,2025-01-01,10.1109/TIE.2024.3482013,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208046577,SCOPUS_ID:85208046577,Food Frontiers,2025-01-01,10.1002/fft2.476,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85208034428,SCOPUS_ID:85208034428,TESOL Journal,2025-03-01,10.1002/tesj.888,1,ar,Article,2025,3
True,https://api.elsevier.com/content/abstract/scopus_id/85207965671,SCOPUS_ID:85207965671,Computer Methods in Applied Mechanics and Engineering,2025-01-01,10.1016/j.cma.2024.117494,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207954488,SCOPUS_ID:85207954488,Tunnelling and Underground Space Technology,2025-01-01,10.1016/j.tust.2024.106162,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207815107,SCOPUS_ID:85207815107,IEEE Transactions on Mobile Computing,2025-01-01,10.1109/TMC.2024.3479243,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207805929,SCOPUS_ID:85207805929,Journal of Computational Physics,2025-01-15,10.1016/j.jcp.2024.113525,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207800940,SCOPUS_ID:85207800940,Journal of Sound and Vibration,2025-01-20,10.1016/j.jsv.2024.118795,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207789499,SCOPUS_ID:85207789499,Computers in Industry,2025-01-01,10.1016/j.compind.2024.104202,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207750495,SCOPUS_ID:85207750495,Angewandte Chemie - International Edition,2025-01-02,10.1002/anie.202412794,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207709939,SCOPUS_ID:85207709939,Angewandte Chemie - International Edition,2025-01-02,10.1002/anie.202412853,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207706793,SCOPUS_ID:85207706793,IEEE Internet of Things Journal,2025-01-01,10.1109/JIOT.2024.3480995,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207695728,SCOPUS_ID:85207695728,Cement and Concrete Composites,2025-01-01,10.1016/j.cemconcomp.2024.105817,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207695521,SCOPUS_ID:85207695521,Journal of Constructional Steel Research,2025-01-01,10.1016/j.jcsr.2024.109103,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207650957,SCOPUS_ID:85207650957,Transportation Research Part E: Logistics and Transportation Review,2025-01-01,10.1016/j.tre.2024.103842,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207568559,SCOPUS_ID:85207568559,Angewandte Chemie - International Edition,2025-01-02,10.1002/anie.202413416,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207500265,SCOPUS_ID:85207500265,RELC Journal,2025-04-01,10.1177/00336882241291608,1,ar,Article,2025,4
True,https://api.elsevier.com/content/abstract/scopus_id/85207448115,SCOPUS_ID:85207448115,Advanced Energy and Sustainability Research,2025-01-01,10.1002/aesr.202400232,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207336343,SCOPUS_ID:85207336343,IEEE Transactions on Mobile Computing,2025-01-01,10.1109/TMC.2024.3476340,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207324451,SCOPUS_ID:85207324451,IEEE Internet of Things Journal,2025-01-01,10.1109/JIOT.2024.3479450,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207245929,SCOPUS_ID:85207245929,International Journal of Production Economics,2025-01-01,10.1016/j.ijpe.2024.109445,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207147930,SCOPUS_ID:85207147930,IEEE Transactions on Aerospace and Electronic Systems,2025-01-01,10.1109/TAES.2024.3476233,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207122912,SCOPUS_ID:85207122912,Journal of Air Transport Management,2025-01-01,10.1016/j.jairtraman.2024.102691,1,ed,Editorial,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207036969,SCOPUS_ID:85207036969,IEEE Transactions on Industry Applications,2025-01-01,10.1109/TIA.2024.3476243,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85207033381,SCOPUS_ID:85207033381,Desalination,2025-01-05,10.1016/j.desal.2024.118234,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85206947026,SCOPUS_ID:85206947026,International Journal for Numerical and Analytical Methods in Geomechanics,2025-01-01,10.1002/nag.3866,1,ar,Article,2025,1
True,https://api.elsevier.com/content/abstract/scopus_id/85206877840,SCOPUS_ID:85206877840,Medical Physics,2025-01-01,10.1002/mp.17466,1,ar,Article,2025,1
